,score,comments
966,-1,"Appartement typique de Boston dans un quartier proche du centre, restaurants et Starbuck à deux pas. Très calme, décoré avec beaucoup de goûts, spacieux et avec tout ce qui faut pour être bien chez soit. Edward est un hôte parfait, accueillant et nous a même glissé sous la porte un hebdomadaire français un matin. "
967,-1,Edward hat uns auch spät Abends noch erwartet und in die Wohnung eingecheckt. Bereits Tage zuvor bekamen wir von ihm die genaue Beschreibung betr. Anfahrt und wie wir in die Wohnung eintreten können. Die Wohnung liegt in einem sehr schönen Viertel. Wir haben praktisch alle Besichtigungen zu Fuss gemacht. Tolle Lokale zum Essen und Bars nur ein paar Strassen entfernt.
968,-1,"Wir haben 1 Woche in Ewards Appartement verbracht um an einem Kongress in Boston teilzunehmen. Wir sind spät abends vom Flughafen gekommen und habe alles in bester Ordnung vorgefunden. Die Türen sind über einen Code zu öffnen, was problemlos funktioniert hat.
Die Wohnung ist gross, mit allem Konfort und gut für mehrere Reisende geeignet. Die Nachbarschaft ist ruhig und wirklich schön, das Zentrum nahe. Wir können die Wohnung und Edward vorbehaltlos weiterempfehlen."
969,-1,"tout était parfait!
y compris la réactivité d'Edward lorsqu'il y a eu un mini incident électrique.
c'est l'endroit où il faut résider, notamment pour assister comme nous à un congrès au Haynes Convention Center, 
Merci Edward, 
Geneviève"
970,-1,"Wir haben eine wunderbare Wohnung in einer traumhaften Lage vorgefunden, wo viele Restaurants und ein Starbucks um die Ecke lagen.
Edward hat sich sehr um uns bemüht und die Kommunikation war toll.
Eine Wohnung, die ich nur jedem empfehlen kann, der mitten in Boston eine ruhige, stilvolle Umgebung sucht, aber trotzdem überall schnell sein möchte."
971,-3,"Gustavo tried to manage the Airbnb rental from outside of the state.  Unfortunately, he did not include his housemates in the process.  When I arrived, nobody opened the door for me until the downstairs neighbors finally rescued me.

It is completely unrealistic and inappropriate to try to host AirBnB if a specific host with a specific plan is not present!!"
972,-10,"Michelle seemed like a lovely woman and I can see why people would enjoy her company. However I felt as though there was a discrepancy with the photos of the room and the actual room. The room was extremely dusty and dirty despite Michelle saying that the place is ""professionally cleaned"". I found quite a few dead bugs in the room that should've been cleaned up. There was also a lot of flies, spiders, and centipedes in the room. The sink and the tub was constantly plugged and the water would always fill up even as I was just brushing my teeth. There were brown stains on the bottom of the tub and the shower was extremely slow. I had to wash my hair by dumping buckets of water on my head. On top of the hygiene factor, I also found that the area was unsafe. Upon arrival I already saw a bunch of men under house arrest hanging around our area and they gave myself and my friend quite a hard time by following us around and catcalling us. This happened over the next few days - being followed and being called extremely nasty things. After some investigation, I also found that a man was shot/stabbed repeatedly just a few blocks away from Michelle's home. That made me feel extremely uncomfortable and unsafe, and I actually had to book a hotel for the last night. Although everyone's tolerance for hygiene and safety is different, I found it unbearable to stay even one more night at Michelle's home. "
973,-2,"SPOILER ALERT: black mold, filth, trash, and a disgusting bathroom

So here's the deal, I paid a total of $110 and what I got was a dirty room and apartment that looked more like a college dorm. 

- the bedroom was filthy with things all over the carpet, trash laying on the floor and the trash can was full from other people, and everything was just generally dirty.

- the bathroom that is shared with another roommate was absolutely disgusting.

-there is black mold all over the drywall around the shower and cracks.

- the rest of the apartment is more like a college dorm with filth and trash and clutter laying everywhere, which makes it pretty much unusable.

- every surface is filthy and my girlfriend hesitated to even use the toilet.

- the toilet has a pretty nasty bidet that looks like it is 5 years old attach to it. 

- the shower tub doesn't drain well, so the filthy water was up to my calves before I was finished.

-there's no air conditioning in the entire apartment, the box fan that was set up by the bedroom window had dust caked on the outside.

The Host is out of the country which is why he has his room up for airbnb, so I had to deal with his roommate. He was pleasant, but it would have been nice to deal directly with the host instead of some roommate who isn't invested in the system. 

The thing is, if I paid $30 just for a place to sleep it would have been fine, but for $110 I thought my girlfriend and I would be staying in a nice place while visiting Boston for the first time. but what we got are good memories of Boston, and bad memories of our Airbnb experience.

For anything more than $40, I don't recommend ever staying here. Ever."
974,-1,"Der Aufenthalt bei Pam war einfach fantastisch.

Der Wegbeschreibung von Green Street Station zur Wohnung konnte ich in dieser sehr ruhigen, angenehmen Nachbarschaft leicht folgen und Pam sagte sogar einen Termin ab, um mir einen herzlichen Empfang zu bereiten (ich hatte durch den Berufsverkehr ein bisschen Verspätung). Es war als besuchte ich einen guten alten Freund.

Die Wohnung war sehr liebevoll eingerichtet, das Zimmer ruhig und hell. Am Morgen hörte man die Vögel zwitschern. Alles war sauber und aufgeräumt.

Pam war eine sehr zuvorkommende Gastgeberin, versorgte mich mit hilfreichen Informationen, Cafe und sogar ihrem Fahrrad, dass ich mir zweimal ausleihen durfte.

Ich kam nach Boston um uns hier für ein Jahr eine Wohnung zu suchen und Pam hat massgeblich dazu beigetragen, dass ich mich für Jamaica Plains als neue Nachbarschaft für meine Familie entschieden  habe. Ich freue mich, jemanden wie Pam in meiner Nachbarschaft zu wissen.

Herzlichen Dank!
Oliver"
975,-1,"Francine et Patrick sont des hôtes très sympathiques et accueillant.
Tout été prêt pour notre arrivée.
Nous avons apprécié les petites intentions et les choses misent à notre disposition.
Nous recommandons vivement ce BNB qui dispose d'une localisation tres appréciable.

Ps: Les deux chats sont très mignons "
976,-1,"Bonjour
Notre séjour s'est très bien passé; nos hôtes nous ont attendu le jour de notre arrivée et se sont assurés que nous ne manquions de rien. Ils  se sont montrés d'une grande discrétion, donc tout était parfait."
977,-1,"Ursprünglich wollten wir vier Nächte bei Francine bleiben, aber unsere Reisepläne änderten sich und wir mussten die Buchung kurzfristig ändern. Das war kein Problem für sie. Sie hinterliess uns die Kombination der Eingangstür, so konnten wir schon früh einchecken und noch schnell ein bisschen in die Stadt gehen. Das ist das Tolle an Francines Wohnung: 5 Minuten bis zur Maverick U-Bahn Station, dann eine Station bis Aquarium, und schon ist man mitten in Downtown. Und den Flughafen mit den Autovermietern erreicht man auch in 5 Minuten. Francine ist eine aufmerksame und lustige Gastgeberin, und ihre beiden Katzen sorgen für Betrieb. Wir fühlten uns auch das zweite Mal so richtig wohl! Vielen Dank! "
978,-10,"When we first arrived after a long day of flying and then getting brunch, running around, and finally arriving to our building we weren't expecting to open the door to our room (our keys were mailed to us so we already knew where we were going) and find a different family! This upset us, frightened the other family, and made our long day even longer. 
Thankfully, the front desk clerk had master keys to the other units and said he would try to find us a room. Room #2 we walked in had yet another family and finally room #3 was empty and did have paper work with my name on it. 
We called the 24/7 emergency line and no one answered. Eventually we got a hold of someone at Churchill and after expressing my concern that we didn't feel safe (who knows how many keys are floating around??) all they did was apologize and say that never happens. An apology didn't make me feel any safer! 
That night was extremely hot so we were forced to sleep with the windows open as the AC wasn't working. Ever stayed near Fenway on a weekend? It's noisy and made it hard for us to sleep.
The next day I called again to complain about the AC and after Churchill called the building they informed us the AC won't be turned on until May 1st. 
The listing for the rental says """"our apartment offers individually controlled AC/Heat""... a little false adverstising?

This is just the hardest things we dealt with and I could go on, but will stop by saying that we talked to customer service and once again was just apologized to so I asked to speak to a manager. 

It has been FOUR days since I was told a manager would call me. 

Do NOT rent from this company if you care about customer service. I worked in customer service for over 8 years and I understand that mistakes happen, but also know that when problems arise the company needs to not just offer a simple apology and expect things to be swept under the rug. 

(I also have picture of the HUGE stain on the carpet, gross stain on kitchen floor, weird disgusting food running down kitchen cabinets, and dirty bathroom floor.) "
979,-1,"Phyllies nous a bien accueilli avec de très bons biscuits.  Nous étions en vélo et la maison était située tout près de la belle piste cyclable longeant la Charles River, c'était très bien pour nous car nous pouvions nous rendre au cœur de Boston en vélo de manière très agréable."
980,-1,"If this is the experience of corporate Airbnb, then I don't want to participate. Evidently, Flatbook manages/owns a number of units that they rent thru Airbnb. The pictures, particularly the cool, lift-like views were seductive, but the reality was cold, impersonal and cheap. I'd rather stay in a hotel for the same price. I would not recommend it stay in a Flatbook rental again. "
981,-3,"We stayed for three nights in the double bedroom and frankly found this a mixed experience.

Firstly, the place is good value for money based on other properties on Airbnb and elsewhere. It might be best suited the budget traveller.

Here were our issues:
1) Our room was smelly and stuffy. Especially the subway food smells from the store downstairs. We hate the smell of subway.
2) There are rules around cleaning dishes and pans etc after use, but they were not observed by the host when we stayed. Every time we went into the kitchen there were dirty dishes etc filling the sink and used kitchen stuff on the benches. We didn't feel comfortable using the kitchen facilities.
3) There were filled garbage bins in the living rooms for the first two days we were there. The living room was not really accessible for use by guests as the host was watching TV most of the time we were there and it is kind of set up as her office.
4) No space in the bathroom for guest items. The bathroom is small and has a fair amount of clutter in it meaning there is no room for guests to store items in the bathroom. On the last day we stay in the apartment there were a total of 6 people staying in the property therefore things can get a little congested and noisy.
5) The room is noisy from people upstairs and the host watching TV at night in the living room, albeit earplugs were provided by the host.
6) The double bed (fold out sofa) was a little small for us and could be more comfortable.  

We looked into alternative accommodation on the first night but were not able to find any, which gives you an indication of the expense and availability of accommodation in the area.  If we had found it we would have asked to move.

Understanding that there have been some great reviews of this place, we just wanted to provide the most balanced view on our experience.

The host was helpful letting us store our bags at the apartment on our final day and the communication was good."
982,-2,Bed was very uncomfortable and apartment had the waft smell from subway downstairs but it's ok if you are looking for somewhere to stop over
983,-4,"I would not recommend staying here.

Location - The apartment was in a good area as far as transit and walking goes.  I didn't have any trouble finding parking on the street and left my car for 2 nights without issue.

Bedroom - The bedroom was tiny.  The picture is just about the entire room.  The apartment is just above a Subway and the smell of bread was extremely strong.  The Subway also plays music starting sometime around 6:00 - 6:30 AM and it woke me up each morning.

Bathroom - The bathroom was shared, which is awkward in some instances but overall not terrible.  Problem is the bathroom was gross.  There was hair everything and a huge clump in the drain that swirled around when I turned the shower on.  I was so grossed out from the shower that I did not even shower the last morning.

Cleanliness - The bedroom was clean but that is it.  I already mentioned the bathroom but the apartment itself wasn't overly clean either.  In the middle of the living room there was a huge rack where the host was drying her pants.  I wouldn't care too much that the place was a bit messy but the host had a rule about no shoes and asked us to wear these ridiculous ""sandals"" around the place.  

Friendliness - I would not classify the host as friendly.  She wasn't rude but definitely wasn't nice.  Every encounter was awkward.  I asked if I could store my bike on her patio and she just flat refused.  Her patio is quite large and empty.  She just wasn't very accommodating. 

Sleeping - The room was listed as sleeping three but what we found was one ""bed"" and one air mattress.  The bed was not comfortable and the air mattress is an air mattress.  I would not recommend staying here with more than two guests.

Overall - I would not recommend that you stay here.  I was looking for alternative places to stay as soon as we ""checked in"" but on such short notice I wasn't able to find anything.  Next time I travel to Boston I will absolutely not considering staying here again no matter the price.  

Final Note - I honestly felt that the profile for this place is borderline false advertising.  The room doesn't really sleep three, it's not cozy at all (it's tiny), it smells of Subway (not in a good way), the host isn't friendly, and the host isn't very accommodating.  If you have a choice, choose to stay elsewhere."
984,-1,"We had a very bad experience at Alexandra's apt : dirty dishes in the kitchen making it not usable, hairs on the floor of the bedroom and everywhere in the bathroom : sink, bathtub, hairballs by the cleaning products, overspilling bin in the bathroom. The living room was such a mess it was inaccessible for the 3 days we were there. The balcony wasn't accessible for guests either. The AC was running loudly the whole night. More guests were staying in the other room, making us feel like in a crowded dirty hostel. The window in our room was tiny and looking at a wall a meter away, giving a very claustrophobic feeling to the whole experience."
985,-1,"I arrived late after traveling from Maine and stopping along the way. Had an early morning flight and Derian was very accommodating to my needs. I only spent the night there. The house was extremely clean and the room was exactly as described. However, there was an odor (I suspect) from their Dog Chester whom is being trained to use pads in the only bathroom in the house.  "
986,-1,"Excellente expérience, Derian et Brian nous attendaient, nous ont tout de suite mis en confiance, nous ont montré leur appartement et nous ont dit tout simplement  ""sentez vous comme chez vous, faites comme chez vous"".
L'appartement correspondait parfaitement à sa description, lumineux, propre, agréable, fonctionnel,  et  le quartier, malgré des grands travaux routiers, était tout à fait calme et agréable."
987,-1,"Fabuleux séjour chez Derian et Brian ! Hôtes a l'écoute, disponibles. On se sent tout de suite comme chez soi !  La maison est très belle et bien entretenue. Chester est mignon comme tout ! Équipements parfaits ! Remise du badge pour prendre le métro à tarif réduit. Accès très facile et rapide au centre de Boston que nous avons adoré. Merci beaucoup pour ce beau séjour. "
988,-1,Hôte discret et disponible.  Tres bien situé pour un séjour à Boston.  Le métro est au coin de la rue.  Les photos sont représentatives. Prévoir une alternative pour le stationnement de jour en semaine. 
989,-1,"Derian nous a transmis toutes les informations utiles avant notre arrivée. La chambre et la salle de bain étaient propres et agréables, tout s'est bien déroulé."
990,-1,I gave this listing a 5 star so that everyone else can see that this is a SCAM!!! She advertises an apartment that isn't hers. Also she cancels the day of and did not reimburse me my money. This is a scam do not book!!! 
991,-2,"It was one of my worst experiences!!! After arriving ,and checking in with front desk(security) , we were told airbandb is not allowed in this building!!! When we tried to reach Katie Beth didn't get a response till the next day.... When she told us she had the flu and wan't able to help us. FYI she doesn't own apartment!!! Her friend Tim does.BE CAREFUL ITS A SCAM"
992,-1,"Although Yair was very nice, we unfortunately did not have the best experience. We encountered countless cockroaches during our stay. We also got moved to a different room than the one listed, which wouldn't have been a problem had there been an AC unit in that room (both of the other rooms each had their own units). Hopefully this was an isolated incident, and we wish Yair the very best! "
993,-3,"My wife and I stayed at Alan's apartment for only 1 out of the 3 nights we reserved because we felt uncomfortable before the second night.  The day after we arrived, we were contacted in the afternoon and informed that maintenance was going to come in to do a non urgent fix that evening.  When we requested that maintenance be rescheduled, we were denied.  My wife and I then went home to put away our valuables and take pictures of how we left our stuff before leaving the apartment for maintenance.  When we arrived back at the apartment, we found our bags had been tampered with.  Mine had been picked up, moved, and turned around before being put back in its place.  I considered that perhaps mine was moved to clear a walkway for the maintenance crew, except that my bag was under a counter where no one would walk, and that my pile of stuff that was in front of the bag and that would have been more of a hazard was untouched and left in the middle of the walkway.  After feeling too uncomfortable to sleep/stay in the apartment, we checked into a hotel that night.

When someone is made uncomfortable in someone else's home, they should not be expected to stay.

Alan has denied our request for a refund of the last 2 nights and we are currently in contact with him through the resolution center and awaiting airbnb's decision.

If you wish, you could give Alan the benefit of the doubt because we have not found anything to be missing, but we feel that we should not have been put into such an uncomfortable situation and he should have at least rectified the situation by approving a refund of the nights we did not stay there."
994,-3,"It is unpleasant experience in Boston. The apartment is far away with the description. Old and not hygiene. The bed sheet and quilt cover seems not changed very often. After I complained, the landlord got new beddings for us. But still feel bad. Nobody clean the trash and change the washing towel except you made a special request.  a huge cockroach was fond and made us scared."
995,-4,"The listing was not accurate, the room looks nothing like the room that was posted and was located in a basement which was very stuffy with a funny smell. I have to keep the fan on all nights otherwise it becomes hard to breath. In addition the entrance to the house was very unkempt. This was an awful experience. 
When I reported the problem, the woman who communicated with me was apologetic and discounted one night of the two nights that I paid for.  "
996,-1,"Un très bon séjour dans une tres belle maison victorienne dans la verdure et dans un quartier très agréable. Le métro pour se rendre à  Boston et Harvard directement est tout prêt de la maison. On ne perd pas de temps pour les visites.  La maison est tres accueillante. La chambre est très agréable avec un lit très confortable. Le breakfast est délicieux avec tout ce qu'il faut à disposition. 
Dommage que nous n'ayons pas eu l'occasion de rencontrer nos hotes mais nous étions en visite du matin au soir.  Un inconvénient malgré tout car une voie rapide passe  non loin de la maison et est assez bruyante si les fenetres sont ouvertes, ce qui est le cas en juin.  Et puis  pour notre dernier matin nous avons eu droit au passage de la tondeuse sous nos fenetres a partir de 7h45. 
Difficile que tout soit parfait. En dehors de ces problemes de bruit, c'est un excellent séjour et je recommande cet endroit chaleureusement. Les informations pour arriver jusqu'à la maison et se garer sont tout à fait précises. 
Lydie, Paris, France"
997,-1,"Notre hôte nous attendait et nous a parfaitement expliqué le fonctionnement de la maison. Tout était conforme au descriptif. L'endroit est merveilleux. Une maison magnifique, des hôtes charmants, tout le rez-de-chaussée est consacrée aux hôtes avec une cuisine et un salon, de sorte que l'on se sent chez soi. Le quartier est magnifique et déservi par la ligne de métro qui mène directement au centre ville et au quartier historique."
998,-1,"Mary und Barney haben uns vorher sehr gute Beschreibungen für die Anfahrt, das Zimmer und das Einchecken geschickt, falls niemand da ist. Das Zimmer und das Badezimmer waren sehr schön und sehr sauber. 
Die Gegend ist wunderschön und ruhig und trotzdem ist man schnell im Zentrum (ca. 8 Minuten zu Fuß bis zur Metro, und ca. 10 Minuten Metrofahrt ).
In der Küche gab es Saft, Kaffee, Tee, Milch und sehr leckere Muffins und Müsli. Vielen Dank! Wir haben uns wie zu Hause gefühlt.
"
999,-4,"The general atmosphere was clean, the lobby was modern and the location central. Unfortunately we experienced an incredibly loud and disruptive floor well into the a.m. both nights. From 9:30 p.m. until after 2:30 a.m. someone consistently slammed their door every 15-20 minutes moving in and out of the building. Despite a request to respect residents in the property brochure (there are quite a few people who call this location a permanent home), we encountered loud noises, slamming doors and loud conversations through paper thin walls long after midnight. There was no enforcement of quiet hours, no warning posted in the rooms and no mention of a noise policy at check-in. Even at a hostel, it's unusual that one needs to employ white noise, headphones AND two pillows in order to get a few hours of sleep at 3 a.m. on a Monday/Tuesday. I will say that the staff did a great job running security during a loud, aggressive argument happening next door around 1:30 a.m. But I don't believe any of the reviews on here truly prepared me for the lack of sleep I got staying here. Perhaps I was on the wrong floor, but I was definitely disappointed (and tired) by the time we checked out."
1000,-3,"The apartment is very central, it was fairly large, and the beds and bedings were clean and comftable. 
However the apartment as a whole was in somewhat rough shape - such as large areas of water damage on the ceiling, and walls badly in need of paint.
In addition the apartment had been cleaned to a very low standard - with much dirt and grime in the corners, trim, refrigerator, and dishwasher
Worst of all the showers apparently had not been cleaned at all since the last guests and still had hair in them. 
We ended up buying cleaning suppliies and cleaning up the apartment the first night we were there."
1001,-5,"Kim was out of town during our stay.  Communication was mainly through one phone call and texts with the property manager, Talal.  We arrived early from a red-eye flight.  Kim and Talal advised us to leave our luggage at a local market and we were grateful for the owner allowing us to leave our personal property with him.

Location of the apartment was ideal.  We were across from Boston Common and within a half mile from Quincy Market.  Park Street and Downtown Crossing were the closest train stations and the North End was a fifteen minute walk.  CVS was across the street and a nice market, Roche Bros was a five-minute walk for any necessary groceries.

The apartment was located in an older building on the fifth floor.  Kim advised two clubs were in the building, one in the basement and the other on the first floor. The music didn't bother us because we were so tired from walking all day.  Entry into the building was confusing because you entered the main doors into a small food court.  Once inside the food court was another keypad door leading to the elevator and stairwell.  One gripe was the unsteady elevator which was overdue for an inspection.  The elevator was broken 90% of the time.  Walking up steep steps to the fifth floor can be a nuisance and cumbersome if you're carrying your luggage or groceries.  

The apartment itself was unkempt.  Paint was peeling off the ceiling in one of the bedrooms and the laundry room was a bit untidy.  We bought a few cleaning supplies to freshen up the place.  Overall, considering the location of the apartment, everything was good.  If I were to come back, I may stay here again."
1002,-2,"The location, apartment and cost were great! The entrance to the building and ground floor felt sketchy and smelled bad. The apartment was on the fifth floor and the elevator was not working. We heard it hadn't worked since January. The music from the club in the basement made it difficult to sleep on Saturday and Sunday nights."
1003,-1,"Elevator was broken and we were on the 5th floor. That was a long walk up with our luggage. 
Neighborhood was centrally located, close to the subway. "
1004,-1,"Localisation parfaite, tellement centrale. Rebecca a tout fait pour faciliter notre arrivée, même si nous ne l'avons pas rencontrée. L'appartement est spatieux, propre, et très bien équipé. Mieux pour 4 que pour 6 personnes car on est mieux dans un vrai lit que dans un canapé-lit dans le salon, mais pour quelques nuits, ce n'est pas un problème. 2 critiques: l'ascenseur est en panne depuis des mois, et l'appartement est au 5ème étage, et l'air conditionné fait beaucoup de bruit.
Mais si nous revenons à Boston, nous retournerons chez Rebecca! Merci Rebecca"
1005,-1,"Disponibles et attentionnés, Gaurav et sa famille nous ont accueilli chaleureusement. 
La chambre est très propre, spacieuse et la sbd privée est parfaite. Leur maison charmante est située ds un quartier calme à 5 min en voiture de Harvard square.  Proche de Boston downtown, le logement est idéal.
Tout est parfait. 
Je recommande ce logement pour un séjour à Boston. 
Merci à Gaurav et sa famille pour leur gentillesse et discrétion pendant notre séjour."
1006,-1,"The space of the basement apartment was very large and everything that I needed was there. Juliet was very easy to contact and very helpful throughout. The only slight negative was that if anyone stays upstairs it can sound very loud. This didn't detract from my stay personally but anyone who is a light sleeper may have issue. 

The area is nice and surburban and doesn't take very long to walk to a bus stop/subway station. Would definitely stay here again."
1007,-1,This was my first time in Boston and this place was exactly what I was looking for. Juliet provided all the information I needed about places in the neighborhood and how to get around. I had no problems getting to downtown Boston and I was even able to catch a Red Sox game. I would definitely stay again.
1008,-1,"we loved the amenities and cleanliness, unfortunately it didnt make up for the uninsulated ceiling and the commotion we heard upstairs till 2:30 AM and them 8:45 am.  We checked out asap in the AM due to noise, and never heard from Juliet again despite our comments."
1009,-1,"Famille avec 2 enfants avons passe 5 jours fin juillet .Tres agreable sejour a Boston, appartement propre, fonctionnel,calme,bien situe pour visiter Boston."
1010,-1,"Wir haben eine wunderbare Woche in Boston verbracht. In Curtis Wohnung haben wir uns sehr wohlgefühlt, wir haben alles wie beschrieben vorgefungen. Die Wohnung ist sehr gut ausgestattet, in der Küche ist alles vorhanden!
Wir haben keine öffentlichen Verkehrsmittel benutzt, was aber wohl kein Problem ist. Wir sind immer mit dem eigenen Auto gefahren, parken ist allerdings schwierig und teuer. Von Boston aus haben wir Ausflüge nach Cape Cod, Portsmouth, Cambridge gemacht.
Wir hatten 7 Tage perfektes Spätsommerwetter was den Aufenthalt in dieser wunderbaren Stadt gekrönt hat!!"
1011,-3,Did not meet the owner. Location is poor and access difficult because of stairs to get to third level. Were disappointed nothing wsa provided for coffee or tea.
1012,-1,"Just deeply DISAPPOINTED!!! We had booked the appartment for 5 person (which is more expensive than just booking for 2). Curtis knew that we arrive with 5 adults. The first thing we reconized was the smell in the whole building. It was like a mixture of cat litter and old stuff, which was just spicy in your nose. When we came into the appartment the smell was there too, not that intensive but annoying. So we checked the rooms and had to search for the fifth possibilty to sleep at. An adult person would never fit into the couch, which you can see on the picture but Curtis wrote me that someone can sleep there aswell. 
Also there was just 1 towel in the bathroom for 5 person. And we had to sleep with two people (with one sheet and not a blanket) on one of the singlebeds, which was horrible, because they aren´t comfortable even with just one person on it. 
For breakfast we had first to clean the plates and cups, because we did not to eat the old crumbs of strangers. 
So I have asked Curtis for what we have paid a daily rate for FIVE person when nothing is prepared for FIVE person. And why we have paid an amount for cleaning, when the apartment is not clean... So I gave him the chance to make me happy with reducing the amount after our stay and not getting this feedback. Just telling me that he is sorry about that and wishing me a good day is very disappointing! 
Another thing is: Do not expect that the bathroom looks like on the picture. The joint between the tiles are brown and ugly and the smell in the bathroom is stronger than in the other rooms.
A good advice from my side: Invest your money in a hotel and not into this apartment! If I pay for 5 people I expect that there are 5 possibilities which I can use! 
Conclusion: Boston is a very nice city, but book a room in a hotel and not this apartment! "
1013,-1,"L'appartement est nickel, tout équipé, très sympa ! Et nous avons récupéré les clefs, les instructions, le wifi... sans le moindre problème.

Un poil loin du métro et un peu excentré, mais comme nous étions en voiture ça n'a pas posé problème (et il y a une grande surface et un liquor store vraiment pas loin ! ^^)
"
1014,-2,"Cynthia est une excellente hôtesse. elle c'est assuré tout au long de notre séjour que tout était a notre goût et qu'il nous manquait de rien. l'appartement était exactement comme sur les photos, confortable, tranquille et très propre. 
Très prêts du metro, ce fut facile de visité la ville sans utilisé la voiture. Nous avons pu d'ailleurs laisser la voiture stationer sans frais, dans la rue.  je vous le recomande "
1015,-2,"I got the place because it was convenient and only a walking distance from BIMC.
However; I think it's way over priced I paid 6k for a one month stay and had to pay extra for parking . The whole building smells so bad. It takes forever to get on the elevator and when you do finally get on one you're like a sardine with 8 Indians from India or Arabs.
There was a sewage leak in the hallway for like 5 days.
For the amount of money I paid you'd think that you would have a washer or dryer but no. Also The bed was extremely uncomfortable. And college kids on the floor were loud most nights! 
Looking back i should've booked a hotel. It would've cost the same for a much pleasant experience. 
"
1016,-1,"Wir hatten einen tollen Aufenthalt bei Todd. Alles war sauber und komfortabel eingerichtet. Als wir ein kleines Problem mit dem Schließen des Fensters hatten, hat Todd auf Anfrage sofort jemanden vorbei geschickt, um das Problem zu beheben. Todd war immer per Mail zu erreichen und hat schnell geantwortet. Der Zugang zum Haus verlief reibungslos. Das Haus ist auch mit öffentlichem Nahverkehr gut zu erreichen, wenn man raus hat welche Bus-und Bahnlinien wo fahren. "
1017,-1,Everything was great until my room was broken into and my things were stolen including my laptop!!!
1018,-1,"Merci à Bruce et Barry pour leur accueil. Nous avons passé un excellent(mais court)  séjour en septembre dernier à Boston et ce grâce aux précieux conseils de Bruce. Très belle maison ancienne, décorée avec beaucoup de goût. La chambre et le petit jardin d'hiver ont été un vrai havre de paix ! Nous avons vraiment envie d'y retourner, afin de découvrir la région et la ville qui est très belle.Très bon restaurant recommandé par nos hôtes. Bref, c'est vraiment un coin idéal pour décompressé tout en étant proche de la ville. Petite plage juste à coté. Parking pour la voiture et le métro est tout proche de la maison (5 minutes environ). Bon séjour et merci encore à Bruce et Barry."
1019,-1,"This apartment was nice and clean, the beds were comfortable and the neighborhood was safe.  However the Airbnb description of this place is NOT accurate in several areas.  

First no where does it mention that you have to climb 2 sets of stairs to get to the apartment.  This place is supposed to be kid friendly but with a 1.5 year old, it was difficult and dangerous carrying a stroller and baby up the stairs.  The outside stairs are metal (like a fire escape) and in the rain and snow were a bit treacherous with a baby. 

The next misrepresentation is that the bathroom has a beautiful tiled tub and shower.  NO TUB and nothing special about the shower or bathroom at all.  

The last complaint I have is about the neighbors.  They partied until late on both Friday and Saturday nights with loud music and marijuana smell invading our apartment, especially the bedrooms. 

I would consider renting again from Airbnb but not this place.  It would be best for people without children.  I noticed that another person complained about the stairs back in January 2016.  Either I had not seen this review or it was posted after I booked this place.  Either way, the description of this unit needs revised.  It still does not mention that you have to go through a side alley, past the trash, up a metal flight of stairs and then up a steep set of interior stairs in order to reach the front door.   PLEASE REVISE THIS LISTING!"
1020,-1,"Apartment was ok. Unfortunately, we didn't meet Jilian. "
1021,-1,Tout était comme sur la photo. Nous le recommandons sans aucune hésitation.
1022,-1,"Es war wirklich schön  bei Cindy zu wohnen! In der Nachbarschaft wohnen einige junge Menschen und auch im Haus konnte man viele nette Leute kennen lernen! 
Das Zimmer war geräumig und mit allem ausgestattet was man braucht :)
Die Küche, welche allen zur Verfügung steht war immer sauber und auch das Bad und die anderen Zimmer wurden regelmäßig geputzt!
Cindy ist eine tolle Gastgeberin und immer zu erreichen falls es mal ein Problem gibt.
Ich habe den Aufenthalt wirklich sehr genossen!
Danke :)"
1023,-1,"Great pad, his friend met us with the key within moments of our arrival in Bean town.

Top floor, great roof patio, projector and blu ray selection top notch (we did Tin Tin and Schenectady(sp?), NY). All facilities top notch.

Crazy nerdy book selection. Weird self-closing box with toggle switch."
1024,-2,"The place was nice, except that it smelled badly of smoke. If I had known that up front, I would never have rented it."
1025,-3,"The room itself was clean and locked from the inside. The closet was emptied for our belongings. There was a kettle with a Keurig on a small island in the kitchen; and there was granola and such. 

My biggest issue was with there being no towels for us and the bathrooms (there were two) were disgusting! The sink handles were falling off. Another issue was there were no ""quiet hours"" observed by the others who reside there. 

I believe whoever is running this may not have their people organized to do their part of the work. I say this because the guy that seemed to be the caretaker was nowhere to be found most of the time. Even when the smoke alarm went off at 4 am! I know it's beyond his control, but his response was that his neighbors burn their Ramen. 

If Airbnb suggests that we're staying at a friend then treat your friends better. Your treatment of these friends was not what, I believe, your company is trying to sell."
1026,-1,"La chambre respecte parfaitement les photos et est spacieuse. L'appartement se situe dans un joli quartier mais tout de même excentré. Ceci étant, le métro est proche. Brett a été très arrangeant sur l'horaire d'arrivée et les règles de vie dans l'appartement sont très simples."
1027,-1,"Très belle chambre et lit très confortable! L'appartement se trouve à 10 min de la station de métro et à proximité de l'aéroport. Nous n'avons malheureusement pas vu Tom, car nous sommes arrivés tard et partions très tôt prendre notre avion, mais tout s'est bien passé avec Tom pour trouver notre chambre!"
1028,-2,Tom was so kind when we got in at 1am and had trouble with the key due to operator error! Would stay here again :) 
