,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
64320,1060467,12258524,2014-04-27,14345740,Florian," Tr s bonne exp rience quartier paisible juste a c t du Space Needle et de L EMP , H te tr s sympathique qui vous fait toute confiance en vous donnant les clefs de chez elle , Super s jour ",fr
64338,1060467,19387785,2014-09-11,8118662,Sandra, Wir haben die Gastgeberin nur kurz gesehen aber es war trotzdem kein Problem mit dem check in Das Appartment ist sauber und der Blick auf den Space Needle wirklich ganz toll Eine Baustelle nebenan machte es nur tags ber etwas laut In der N he ist das sch ne Belltown mit vielen Kneipen und auch in die Stadtmitte ist es nicht wirklich weit Ein bisschen beengt weil es keinen Schrank gibt um Klamotten oder Koffer zu verstauen Ein paar Kleiderhaken vielleicht an der T r w ren sch n Ansonsten aber ein sch ner Aufenthalt im sonnigen Seattle ,de
64352,1060467,35681434,2015-06-21,33614308,Li,  15 ,zh-cn
64401,6759104,45751814,2015-09-05,10793054,Guillaume," Nous avons pass 2 nuits chez Sarah et Yos wa c tait super , Nous avions des cartes de Seattle pour nous rep rer un plan de bus Sarah as tout fait pour que nous puissions d couvrir au mieux la ville , La maison est grande est accueillante propret parfaite , ",fr
64818,6424982,41599753,2015-08-08,28575711,Sylviane, Accueil agr able dans un quartier tr s chic et proche de Kerry Park Ruth est charmante et discr te Chambre confortable assez petite et un peu sombre Un bon endroit pour Explorer Seattle ,fr
64903,8033438,50823055,2015-10-14,46245965,Tanveer, All good ,cy
64914,8033438,54360320,2015-11-18,41648635,Roman, Nous avons du attendre un bon moment sa porte le mail avec les instructions a t post dans la matin e du jour de notre arriv e nous avons contact farah avec un phone fran ais son arriv e elle rigolait de la situation et ensuite il a fallu tout demander le wifi le linge de toilette lit correct mais il faut soulever la porte pour fermer la porte un gond cass ,fr
64924,6740521,39795328,2015-07-26,36050167,Olivier," L appartement de Sunil tait exactement ce que nous cherchions grand et confortable bien situ beaucoup de choses sont faisables pieds et pour un prix raisonnable De plus Sunil a su tre disponible pour nous aider trouver nos marques il nous a conseill de bons restaurants dans les environs Au cours du s jour il a aussi v rifi que tout allait bien pour nous Le plus hyper agr able voir les hydravions d coller de Lake Union le matin en se reveillant , Au final n h sitez pas cet appartement sa localisation en ville sa vue et les conseils de son propri taire en font ce prix une tr s bonne affaire ",fr
65020,5127136,31968345,2015-05-12,29651545,Jiateng, so good ,so
65025,5127136,34334802,2015-06-07,33637039,Gunn, V r aller f rste Airbnb bestilling var en stor suksess Fem glade bereiste personer forlot huset i Greenwood Seattle etter 4 dagers opphold Velutstyrt hjem med alt vi trengte hyggelig nabolag og lett parkere i gatene rundt Anbefales p det varmeste Gode beskrivelser og tett dialog online med vertskapet Takk Lacey ,no
65045,5127136,43381045,2015-08-19,30121537,Oriane," Lacey est une h te tr s agr able et vraiment accessible La maison est sublime et tout le confort est la , Le quartier est tr s calme ",fr
65149,2737012,45461573,2015-09-03,31866144,Jan," Wir kamen relativ sp t bei Dunkelheit am Flughafen Seattle an Aufgrund der guten Wegbeschreibung von Corey und Bethanie konnten wir von dort das Apartment aber gut finden Das Apartment ist gut gelegen vom Flughafen sind es nur 10 15 Minuten Fahrtzeit Man ist mit dem Auto auch schnell Downtown oder am Alki Beach , Das Apartment an sich war recht klein aber das hatten wir nach der Beschreibung auch erwartet F r unseren Kurzaufenthalt in Seattle daher genau richtig Das Apartment war sauber es gab ein B cherregal mit Reisef hrern Kaffee gratis Internet und einen kleinen privaten Gartenbereich , Corey und Bethanie haben wir nicht pers nlich angetroffen der Kontakt via Mail oder Telefon war aber jederzeit m glich ",de
65192,696004,18671738,2014-08-30,19437888,Inga," De foto s geven een goed beeld van het appartement De omgeving is rustig en White Center kleurrijk Voorafgaand aan onze reis gaf Wendy nuttige informatie over gebruik openbaar vervoer De ontvangst was heel hartelijk en Wendy had gezorgd voor melk frisdrank fruit en brood Koffie en thee waren voorradig en het Keurig apparaat werkte goed Fijn dat er afwas zeep was en in de keuken basisproducten suiker zout olie kruiden boter en wat cereals Bed en slaapbank comfortabel en het linnengoed fris en schoon We hebben geen gebruik gemaakt van de gashaard en de tuin Busrit naar downtown duurt half uur Bij afscheid kregen we tips mee voor excursies , ",nl
65646,841274,33583127,2015-05-30,13571449,Gwendolyn, Wir haben die 16 Tage bei Jill sehr genossen Die Wohnung war top eingerichtet hatte eine gute und ruhige Lage die Busse und die lightrail waren nicht weit und auch ein gro er Supermarkt war noch in Laufweite Jill gab uns nette Tipps und sie war schon vor der Anreise st ndig in Kontakt mit uns Mit unseren Kinder war sie sehr entspannt Der K hlschrank war schon mit einigen Dingen f r uns best ckt Wir w rden jederzeit wiederkommen Danke Jill ,de
65659,841274,44515076,2015-08-27,28540406,Martin, Wir haben uns im Goat Hill House sehr wohl gef hlt Jill hat alles wunderbar f r uns vorbereitet wir haben alles gefunden was wir brauchten Obwohl wir mit zwei Erwachsenen und drei Kindern die Wohnung maximal belegt haben hatten wir gen gend Platz Der sch ne Garten und die ruhige Umgebung waren ein erholsamer Kontrast zur quirligen Downtown die mit dem Bus ohne Umsteigen sehr gut erreichbar war Wenn wir noch einmal nach Seattle kommen w rden wir uns sicher wieder f r Jill s Goat Hill House entscheiden ,de
65685,6515046,48195010,2015-09-24,8580598,Carole," Notre s jour chez David a t tr s agr able l appartement est spacieux moderne et propre Le quartier est assez calme et un caf pas tr s loin est tr s sympa Plusieurs moyens pour vous rendre dans seattle Dowtown dont le taxi boat qui donne une jolie vue de la ville Cependant il fait le dire que nous sommes pas au coeur de la ville ce qui peut tre un point n gatif et a on ne pouvait pas s en rendre compte Nous prenions Uber pour rentrer le soir et nous en avions pour 14 16 la course mais honn tement le soir nous avions la flemme de prendre les transports en commun , Sinon David est tr s sympathique et encore une fois l appartement tait tr s confortable ",fr
65696,1786923,33054569,2015-05-24,14970489,Yuan,"  5 ,  ,  ",ko
65697,1786923,33207147,2015-05-25,14970489,Yuan,"  5 UW bus stop ,  ,  ",zh-tw
65771,1954452,20646031,2014-10-03,19144170,Jun,  ,zh-cn
65900,6411259,34724542,2015-06-11,33785345,Geert," Bij aankomst was niemand aanwezig Via een sms bericht van Airbnb kregen wij een afgebroken bericht welke een miscommunicatie veroorzaakte Duidelijk een taak voor de Airbnb website hidden 2 uur wachten kwam de vriendelijke gastvrouw met uitleg vanuit haar werk , ",nl
65976,7013085,57834750,2015-12-29,51414591,경숙,"  ,  2 ,  , ",ko
66008,3673759,25363645,2015-01-13,25194652,Martine," L appartement d Amy est parfait tr s calme tr s bien situ On s y sent imm diatement bien chez soi Les trois jours pass s chez Amy ont t trois jours de vacances de repos et de d couvertes On peut tout faire pied partir de ce joli pied terre Si je reviend Seattle c est l que je r siderai et je recommanderai ce lieu , Merci Amy ,  , Martine",fr
66132,1048798,11382465,2014-03-31,13397363,Christine,  ,..
66146,1048798,18402585,2014-08-26,13617323,Sekwang, West Seattle,de
66265,4069543,34947310,2015-06-14,29972521,Jean Paul," Tr s bon accueil Nos h tes nous ont laiss libres de faire ce que nous voulions tenant notre ind pendance pour que nous nous sentions l aise Nous nous sentions comme chez nous , Excellente loterie chambre tr s propre Tout tait tr s bien , En outre le quartier de Fauntleroy est tr s beau , Adresse recommander sans r serve Seattle ",fr
66281,4069543,39610257,2015-07-25,30981182,Pierre," Belle maison superbe quartier tr s calme tr s agr able c t du Puget Soundet et d un grand parc , Location vraiment conforme aux descriptions , Sean et sa femme taient tr s accueillants et nous ont bien conseill s et aid s pour nos visites ",fr
66307,4069543,48139243,2015-09-23,44294038,Marc-André, Sean et sa famille ont t des h tes exceptionnels Sean a r pondu toutes nos questions et il a pris le temps de nous accueillir notre arriv e Nous tions deux coll gues pour un voyage d affaires mais cet endroit est aussi parfait pour un s jour en famille Les lits sont tr s confortables et l espace est suffisant J ajouterais que le logement est tr s propre Le matin nous montions la cuisine pour le petit d jeuner et chaque fois nous tions bien accueillis Le quartier est agr able et s curitaire Le parc tout pr s est magnifique L acc s au bus est quelques pas de la maison et permet de se rendre au centre ville directement Je recommande fortement ce logement ,fr
66596,1349175,35641428,2015-06-21,28684815,Cheng,  10 3 ,zh-cn
66613,1349175,43608052,2015-08-21,14760868,Moritz, Zuallererst war der Ausblick mehr als super Die Bucht im Blick kann man auf der Terrasse fr hst cken und das Bild genie en Die Umgebung ist ebenfalls wunderbar viele kleine H user viel Gr n und eine gute Anbindung Kyle und Nicole waren sehr hilfsbereit und haben uns mit allen n tigen Infos versorgt Das Zimmer ist f r 4 Personen ausreichend gro lediglich die Autobahn ist etwas laut Alles in allem also eine wirklich zu empfehlenden Unterkunft ,de
66721,1566487,32184447,2015-05-15,2880826,Mélissa," Nous avons pass un tr s bon s jour Seattle du 9 au 14 mai L appartement de Rodrigo tait parfait et exactement tel que d crit dans son annonce Propre fonctionnel et facilement accessible , Rodrigo a toujours t disponible pour r pondre nos questions et tait facilement joignable Le check in et le check out se sont tr s bien d roul s et Rodrigo a t tr s accommodant avec nous ,  , Merci encore Rodrigo et au plaisir , M lissa et milie Maude ,  ,  ,  , ",fr
66723,1566487,33248811,2015-05-26,13271348,Elda, Buena localizaci n el lugar estaba muy limpio f cil acceso al transporte p blico Rodrigo fue muy accesible todo el tiempo nos facilit el check in y check out Respondi muy r pido a mis preguntas Muy amable ,es
66902,7347229,42003423,2015-08-10,37528155,Hanlin,  The International airbnb ,zh-cn
67106,699460,41199822,2015-08-05,32341703,Marie-Laure, Nous avons pass un tr s bon moment au studio Patti et Benson sont des gens tr s charmants Le logement correspond exactement la description Le quartier est paisible avec de nombreux restaurants et magasins accessibles pied ,fr
67479,6249164,46081115,2015-09-07,43134929,Stefan," Vielen Dank f r meine erste tolle Erfahrung mit airbnb Ich wurde herzlich aufgenohmen Das Zimmer und das Bad war sauber und angenehm Ich konnte nach langer Zeit wieder einmal Deutsch sprechen und Judith hat mir sehr geholfen meine Tagestrips zu planen Sie weiss viel ber Seattle und hat auch Karten und Prospekte bereit Leider hatte ich nur zwei N chte in Seattle verbracht ich kann es aber jedem weiterempfehlen Wir hatten spannende Diskussionen , Vielen Dank nocheinmal Gary und Judith",de
67546,1204142,8495232,2013-11-02,3872760,Tony, I did not stay here,af
67722,320704,22358953,2014-11-04,15550972,Atsuko,"  ,  ",ja
67756,6240501,41613710,2015-08-08,35538329,용선,  9 10 ,ko
67760,6240501,43379775,2015-08-19,18853616,Elizabeth, Travis Megan nice 5 10 24 QFC ,zh-tw
67767,6240501,46760895,2015-09-13,41573850,Kira," Der Aufenthalt in Travis Apartment war sehr angenehm Alles war so wie beschrieben bzw abgebildet Wir haben Travis und seine Freundin nicht sehr oft gesehen da sie viel unterwegs waren und wir auch Aber wenn wir sie gesehen haben waren sie total nett und entspannt Wir durften alles benutzen und wurden eingeladen uns wie zuhause zu f hlen , Die Lage der Wohnung ist super wir sind berall hin zu Fu gegangen ",de
67805,488268,10918041,2014-03-13,10474335,Pierre," joli petit appartement simple mais fonctionnel Ideal comme pieds terre pour 2 personnes pour visiter Seattle L h tesse est accueillante et attentionn e , Si l occasion se pr sente nous reviendrons avec plaisir ",fr
67811,488268,12690425,2014-05-08,6192400,Jackie,  ,.
68109,1561256,20383558,2014-09-28,15373777,Lianzhi,"  Betty Franky ,  Betty ,  ,  ",zh-cn
68259,1602488,12890814,2014-05-13,2395362,Céline," Notre s jour chez Sara et Carsten a vraiment t super sympa le logement est tres agr able et spacieux les lits tres confortables ,  Nos h tes ont t tres chaleureux et disponibles nous avons pass de bon moments discuter partag un verre et le fran ais de Sara est tr s bon , Emma a fait la joie de notre fils , Nous recommandons leur logement qui est tres bien situ avec le bus et des commerces proximit mais le calme et la verdure tout autour , Nous recommandons sans hesiter leur logement et retournerons chez eux si nous devons retourner Seattle , ",fr
68373,1715582,18060351,2014-08-21,17091654,Jinyong,"  2 3 ,  , I had a special experience So I have left a good memory in Seattle Thank you very much ",ko
68487,1651324,47286376,2015-09-17,9313213,Gil, Nice spacious apartment ,fr
68624,6837338,47751810,2015-09-21,8580598,Carole, Surement notre meilleur s jour airbnb Chris et Emma ont t de super h tes tr s chaleureux et accueillants Leur appartement est tr s confortable moderne et propre La chambre est spacieuse juste c t de la salle de bain priv e Situ dans un tr s chouette quartier nous avons pass un super s jour de plus Chris Emma ont toujours la bonne adresse vous conseiller Nous remercions chaleureusement Chris et Emma ,fr
68935,63308,31189990,2015-05-03,26963352,Jim, Maisonetteartige Separate Unterkunft welche sich auf demselben Grundst ck befindet wie das Haupthaus der Gastgeber Sehr gro z gig geschnitten und sauber Sichere wohlhabende Gegend man kann um 10p m Auf der Stra e unbesorgt spazieren gehen Spitzen Busverbindung nach downtown 15min 20min mit dem Auto zum Airport Craig ist nett gut strukturiert und zuvorkommend Fazit Top Unterkunft allein oder als Paar in einer sehr sicheren und sch nen Gegend mit super Verkehrsanbindung Nach downtown eher nicht Kinder geeignet keine koch M glichkeit ,de
68936,63308,31503990,2015-05-06,20032976,Stefanie," DEUTSCH , Sehr freundliche unkomplizierte und unauff llige Gastgeber Die Unterkunft liegt mit Capitol Hill in einer sehr sch nen Gegend von Seattle in der N he des East Broadway Zum Zentrum f hrt ein Bus in 10 Minuten aber auch zu Fu kommt man berall bequem hin Vom und zum Flughafen dauert s etwa eine Stunde TIPP Nehmt kein Taxi kostet wahnsinnige 60 Bahn und Bus in Summe nur 7 Das Zimmer war wie erwartet sauber ausreichend gro f r 2 aber im unteren Bereich etwas k hl trotz Heizl fter Das d rfte aber im Sommer kein Problem darstellen Erw hnenswert sind die K hlgetr nke die uns zur Verf gung gestellt wurden die f r unsere 3 N chte ausreichend waren Top Service Alles in allem ein gelungener Start unserer Westk stentour gerne wieder , , ENGLISH , Very friendly uncomplicated and unobtrusive hosts The property is located at Capitol Hill in a very nice area of Seattle near the East Broadway The center is reached within 10 minutes by bus but also within walking distance one can go to anywhere in Seattle easily we like to walk which seems unusual in America And from the airport it takes about an hour TIP Don t take a taxi insane costs 60 Train and bus in sum only 7 The room was as expected clean big enough for 2 but at the bottom a little chilly despite heater But that should be no problem in summer Worth mentioning are the cooling beverages that have been made available to us which were adequate for our 3 nights Top Service All in all a good start of our West Coast Tour See you next time ",de
68949,63308,37283646,2015-07-06,2519150,Arnaud, De locatie is prima te vinden in een mooie en rustige buurt van Seattle Met het openbaar vervoer is het centrum goed te bereiken We werden zeer gastvrij ontvangen Het appartement is apart van het woonhuis waardoor je veel privacy hebt en heeft een leuke patio Met het warme weer dat wij hadden kwam deze patio goed van pas John en Craig zijn zeer behulpzaam met adviezen over Seattle Wat ons betreft een echte aanrader in Seattle ,nl
68951,63308,37763454,2015-07-10,27735313,Harald, Wir hatten zum Start unserer Reise zwei bernachtungen bei John und Craig gebucht Der Kontakt war sehr professionell und sympathisch Der war f r die Verh ltnisse in Seattle gut Bei unserer Ankunft haben wir John und Craig und ihre drei lieben Hunde kennengelernt Die Unterkunft war ein separates Studio mit Loft Charakter Alles war sehr sauber und nett eingerichtet Das Bett war super bequem Der K hlschrank war sogar mit Getr nken f r uns eingerichtet Und als absolutes Highlight waren die beiden auch noch so nett uns am ersten Abend zu ihrem Lieblings Diner zu fahren Insgesamt super Erfahrung Immer wieder gerne zu John und Craig ,de
68990,3270492,19031284,2014-09-05,3845690,Marion," Max est un h te parfait Tr s bon communicant chaleureux plein de bon conseil et pr sent ce qu il faut , Nous nous sommes vraiment bien senti chez lui et l emplacement de son appartement nous a permis de tout faire pied ",fr
69027,3270492,39265685,2015-07-22,5021518,Susan," Max ist ein sehr netter Gastgeber der uns herzlich willkommen hat und uns wie zu Hause f hlen lassen hat Unser Zimmer und separates Bad waren sehr sauber und wir durften uns frei im Wohnzimmer und K che bewegen Max hatte auch sehr gute Insider Tips f r die Stadt was man unternehmen kann und wo es was leckeres zu essen gibt , Wir k nnen ihn w rmstens empfehlen und w rden immer wieder bei ihm wohnen ",de
69269,4693488,45250068,2015-09-01,34930136,Verena, Chris ist unglaublich hilfsbereit begr t seine G ste herzlich und steht ihnen mit Rat und Tat zur Seite Seine freundliche Art und die vielen aufmerksamen Kleinigkeiten haben uns davon berzeugt dass wir Chris auf jeden Fall als Gastgeber weiterempfehlen ,de
69292,3143227,22585674,2014-11-10,21098893,Gustavo, Excelente anfitriao muito solicito e divertido A vizinhanca e tranquila e quieta perfeita para descansar O quarto e limpo organizado e muito confortavel Recomendo para quem buscar um lugar amigavel em Seattle ,pt
69339,3143227,53980169,2015-11-15,27450433,Lili,  Air 15 30 ,zh-cn
69955,3380159,27091614,2015-02-25,23511033,Zhao Qi,  yelp 30 ,zh-cn
70225,449602,51953472,2015-10-25,33868538,Yong Hwan,"  ,  ,  ,  ",ko
70348,1815304,30144991,2015-04-18,26893033,Pascal," Das Zimmer sowie die Wohnug sind sehr gem tlich eingerichtet und sauber Die Lage ist herforragend inmitten der Stadt , Michael und seine Frau waren sehr nett und Hilfsbereit hatten viele tipps f r Restaurants und Aktivit ten , Die beiden Hunde waren sehr s ss ",de
70582,5405643,34695674,2015-06-11,28854381,Lionel, Accueil tr s sympathique des h tes Petite maison tr s bien quip e situ e dans un quartier calme avec beaucoup de verdure non loin du centre ville et de son march ne pas manquer A recommander,fr
70658,1003890,15748612,2014-07-15,13130814,Bernadette, Prima huis in Seattle West Heel netjes en schoon Meer dan voldoende handdoeken Drankjes stonden voor ons klaar Bus naar downtown gaat op de hoek Buurt voelde veilig Supermarkt niet ver California street ook vlakbij en daar zijn veel restaurantjes en winkels Strandje in de buurt ,nl
70895,4707171,26083067,2015-02-02,22870844,Marcus," Sch nes Haus mit allem was man braucht , W rde hier gerne wieder wohnen wenn ich nochmal nach Seattle reise , Nice house with everthing you need ",de
70921,4707171,38693629,2015-07-18,20139562,일섭,  ,ko
71043,5324459,49972920,2015-10-08,35087621,Maxime, Nous sommes rest s 7 nuits chez Peggy On a t bien re u Nous l avons seulement vu le soir de l arriv e car elle partait en voyage et ne revenait que le jour du d part Le logement est tr s bien situ dans un quartier paisible on s est senti en s curit Situ seulement deux blocs des bus qui vous emm nent en centre ville sur California avenue 2 50 2 75 selon si c est l heure de pointe et sont valables quelques heures et peu importe les autres bus que vous prendrez Autre option une navette gratuite ligne 775 est disponible 2 blocs au nord au niveau de la station essence pour rejoindre le ferry water taxi comptez 4 50 par trajet qui rejoind le downtown Dur e 35 45min Le logement en lui m me est conforme la description Notez que la chambre est petite et la propret n tait pas irr prochable Mais ce prix l on ne peut que le recommander Nous avons tenus 7 jours sans difficult s ,fr
71068,447488,5437113,2013-06-30,412935,Denise, Beautiful clean felt like a nice hotel room ,ro
71199,3449059,55770182,2015-12-05,50405891,Tianyan, great experience ,ro
71206,8446766,48352031,2015-09-25,43680915,Michael,  ,.
71207,8446766,48468933,2015-09-26,43680915,Michael, Awesome ,af
71325,1301535,30656374,2015-04-25,21427013,David, Outstanding stay,tl
71337,1301535,39421189,2015-07-23,36816248,Daniel, Wir waren sehr zufrieden Corinne war sehr freundlich Saubere R ume und freundliche Atmosph re Gerne wieder ,de
71424,3303376,41131454,2015-08-04,38586350,Ulrike, Angielena ist sehr nett Das Zimmer war sehr sch n und sauber Das Haus ist sehr originell und in einer tollen Wohngegend ,de
71446,1483944,17522730,2014-08-13,17208725,Cécile," Betty et son fils nous ont accueillis avec beaucoup de naturel comme si nous tions chez nous Toutes les informations pratiques wifi cl accessibilit sont donn es clairement dans la description du logement ce qui rend les choses plus faciles Nous avons eu acc s la chambre situ e au rez de chauss e ainsi qu la salle de bain et au salon attenants La chambre de son fils se trouve galement ce niveau Un autre couple logeait l tage o se trouve galement la cuisine Nous avons appr ci les petits d jeuners de Betty et les conversations matinales avec elle ainsi qu avec l autre couple , La maison est situ e dans un endroit tr s accessible en bus Il est facile de s y rendre depuis l a roport ou bien la gare ferroviaire Le centre ville est galement tr s proche en transport en commun ligne E Le quartier est extr mement calme et s r C est un quartier pavillonnaire proche du Green Lake o l on trouve des restaurants et des commerces env 5 min pied Le trajet en bus jusqu au centre ville donne une magnifique vue du Union Lake depuis le pont qui le traverse En somme nous avons appr ci cette adresse et son h te qui ont rendu notre s jour Seattle des plus agr ables ",fr
71478,1483944,36340381,2015-06-27,29673550,Yuxuan, Betty ,zh-cn
71491,2970666,18629206,2014-08-29,19626405,育馨,  Autumn Seattle ,zh-tw
71573,19623,21075758,2014-10-11,11932730,Tor Einar," Veldig god og detaljert informasjon gitt p forh nd av leiligheten og hvordan komme dit , Leiligheten var sv rt bra , Veldig sentralt i forhold til offentlig transport og bespisning , ",no
71607,3646393,47866538,2015-09-21,18404184,Qingyuan,  airbnb ,zh-cn
71729,6646985,58483745,2016-01-02,52713564,Mary,  ,zh-cn
71924,8755762,54302477,2015-11-17,47954816,지선,"  ,  ",ko
72129,353039,20006276,2014-09-22,17382922,Norma," Christine tait sur place notre arriv e pour nous accueillir nous aider gentiment monter nos bagages au 2e tage pas d ascenseur et r pondre nos questions Un concierge est aussi sur place pour aider au besoin Malgr son aspect vieillot l appartement tait impeccable pratique le lit de la chambre tait norme et tr s confo le divan lit ferme mais confo aussi 2 TVs grande picerie ouverte 24h en face dans le coeur d un quartier alternatif de Seattle Restos et bars abondent dans les alentours alors nous avons peu cuisin , , Les gens de cette ville sont passionn s et enthousiastes en anglais LOUD ce qui se traduit par des niveaux sonores lev s nuit et jour Si vous voulez dormir la nuit n oubliez surtout pas vos bouchons d oreilles Les vendredi et samedi soirs nous avons eu droit des cris voire hurlements aboiements percussions klaxons musique vrombrissantes de voitures attendant aux feux de circulation et d marrant sur les capeaux de roues et ce jusqu 4h du mat , , Nous avons tout de m me aim notre s jour le prix raisonnable de l appart par rapport aux h tels et le fait qu en 15 min de marche on tait au centre ville Je le recommande aux jeunes gens venus appr cier la vie nocturne mais pas aux familles avec enfants ni aux personnes g es ou avec le sommeil l ger ",fr
72173,2391699,23263169,2014-11-27,3278100,Luis Gustavo, Sandy foi incr vel o local espetacular Jackson o cachorro muito amig vel simplesmente fant stico Tivemos timas conversas incluidos caminhadas pelos parques da regi o ela sempre me perguntava como havia sido meu dia muito atenciosa at ganhei um presente de Natal Novamente Sandy e o quarto s o incr veis ,pt
72276,5630783,34416830,2015-06-08,17911298,Sissi,  ,zh-cn
72343,20868,1344333,2012-05-25,1749078,Heide," Die Wohnung ist sehr gem tlich und sehr sauber Parkplatz f rs Mietauto ist auch vorhanden K che voll ausgestattet Bad mit Dusche Toilette und Waschbecken Die Schlafzimmer sind ger umig und die Kingsize Betten sehr bequem Die Wohnung ist sehr zu empfehlen , allerdings nicht f r Raucher oder L rmempfindliche Menschen , Joey s Friseursalon ist genau ber der Wohnung und das macht Tags ber einen Heidenl rm von oben , Rauchen ist strictly nicht erlaubt im Haus und auf dem Grundst ck",de
72391,20868,32869215,2015-05-22,22305729,Liang, nice place perfect location,ro
72542,2693700,31282385,2015-05-04,22320601,Ralf, Ein herzliches Willkommen durch Manuela in einem tollen Appartment ruhige Lage in einem sehr sch nen Teil von Seattle ideal f r Fu g nger wie wir oder auch Radfahrer Etwas weg vom Gro stadtgetummel aber super gut erreichbar Sehr gute Parkm glichkeiten nahe gelegene Gesch fte und Restaurants Die Unterkunft bietet alles was man braucht und auch ein bi chen mehr Einfach ideal f r einen Trip nach Seattle absolut empfehlenswert Dankesch n f r alles wir kommen sehr gern wieder und dann f r einen l ngeren Aufenthalt da Seattle und die Umgebung unglaublich viel zu bieten haben ,de
72577,2693700,48061608,2015-09-23,28969100,Christian," Wir haben uns bei Manuel von Anfang an sehr wohl gef hlt Das Appartment wirkte von Anfang an sehr gem tlich und pers nlich Sch n war auch dass Vorr te wie z B Gew rze etc vorhanden waren Wenn wir uns mal eine kleine Mahlzeit zubereiten wollten mussten wir nur das besorgen was wir tats chlich auch essen wollten ,  , Die Wohnung liegt sehr verkehrsg nstig alles hat gepasst , ",de
72703,1145941,48909628,2015-09-29,42720587,Guanyi,  ,zh-cn
72724,1146966,6607320,2013-08-18,7677354,Yves," Nous avons pass 2 jours fantastiques chez Anne nous tions l tage chambres confortables et ravissantes et salle de bains pour nous Anne nous a laiss l acc s la cuisine salon et salle manger Nous avons pu d ner sur sa terrasse au dessus d un joli jardin avec vue sur le Mont Rainier , Anne est adorable gentille serviable elle nous avait achet des croissants pour notre petit d jeuner , elle avait invit des amis le vendredi soir et nous avons pu discuter et changer avec ceux ci nous avons ainsi pu rencontrer des locaux de Seattle tr s sympathiques et garder des contacts Nous avons partag s de tr s bons moments avec eux et notre h tesse s jour super et nous recommandons cette adresse nous reviendrons chez Ann lors d un prochain s jour MERCI Ann",fr
72867,6134382,47280837,2015-09-17,30303504,Ale,"  La mejor experiencia en Seattle gracias a Harry Nos dio pronta respuesta a todas las dudas siempre fue muy atento y amable , Tuvimos un detalle de error de fecha y gracias a Harry no hubo problema nos apoy en todo momento , El barrio es super seguro bonito y con muchas opciones para comer , La casa es muy bonita c moda realmente nos hizo sentir como en casa , La habitaci n es m s bonita de lo que se ve en la foto el ba o super limpio te dan facilidad de toallas limpias as como shapoo y jab n , Nos apoyaron dando una orientaci n de los lugares que deb amos ir en nuestra breve visita a Seattle , ",es
72924,5078244,31499621,2015-05-05,10106464,Adelaide," Le logement correspond bien la description Nous tions proche du centre ville en bus Alberto est sympathique et accueillant , Le matelas n est pas tr s confortable et en effet cela pourrait tre plus propre Mais pour 40 Seattle c est un bon rapport qualit prix ",fr
72935,5078244,35683136,2015-06-21,30241184,Marion, Alberto nous a tr s bien accueilli Facile joindre via l application avant pendant notre s jour Son appartement est bien situ calme quip comme d crit dans l annonce propre Nous avons appr ci notre s jour Seattle et la gentillesse d Alberto ,fr
72964,5078244,51463017,2015-10-20,44643680,Maria, Alberto fue correcto en el trato,es
72971,5078244,55933467,2015-12-07,47507673,Ishii,  ,ja
73125,3040278,32446014,2015-05-18,20164502,Stella M.,"  timo apartamento , Localiza o excelente em Seattle F cil de se locomover aos principais pontos tur sticos da cidade e pr ximo ao porto Princess Cruise N o usamos transporte p blico mas foi poss vel notar que a localiza o do apto boa para qualquer tipo de transporte , Apartamento grande ideal para 4 pessoas n o mais que isso pois tem apenas um banheiro , Garagem boa f cil de estacionar e segura , A vista da sacada muito agrad vel , Jenn nos recebeu pessoalmente mesmo nosso voo chegando depois das 21h Jenn uma tima anfitri al m da recep o deixou diversas dicas da cidade , As toalhas eram boas e a casa bem servida de equipamentos de cozinha ",pt
73176,3040278,49767990,2015-10-06,17413409,Odile," le logement tait conforme a la description donn e les explications de Jenn sont tr s claires il n y a pas probl me pour acc der et utiliser l appartement malgr le fait que nous communiquons par mail et que nous ne nous voyons pas , l emplacement est tr s pratique pour visiter la ville ,  ,  , ",fr
73319,1856970,35216453,2015-06-16,31675012,Ulrich," Carol hat uns herzlich empfangen und das gut gel fftete Zimmer gezeigt , War alles super ",de
73356,1856970,54385863,2015-11-19,47084078,Koma,"  8 ,  ,  ",ja
73403,2976798,41393675,2015-08-07,21286120,Bastien, Nous avons pass un s jour tr s agr able Patricia est d une gentillesse incroyable pr te tout pour rendre service Le logement est parfait compl tement ind pendant avec un petit salon mis disposition Il y avait m me de quoi d jeuner Une adresse recommander chaudement Encore un grand merci Patricia pour ce superbe s jour ,fr
